id,material_class,sheet_title,table_heading,table_subheading,product_code,material,qty_basis,a1_a3_CO2,a1_a3_energy_total,a1_a3_energy_non_renewable,a1_a3_energy_renewable,notes,data_quality,density,area_density,linear_density,mass_per_unit
869,ENCLOSURE,Insulation,Polystyrene insulation,,PR_25_71_13_2_5,"Insulation, polystyrene expanded (EPS), density range 28 - 32 kg/m-, imported (Europe)",kg,3.14,91.96,89.96,2,in11,C,30,0,0,0
870,ENCLOSURE,Insulation,Spray foam insulation,,PR_25_31_28_67_1_1,"Insulation, polyurethane thermal insulation spray foam (blowing agent HFO, density 40 kg/m-), imported (Europe)",kg,3.19,76.42,72.69,3.73,in12,C,40,5.2,0,0
871,ENCLOSURE,Insulation,Vacuum insulation panel,,PR_25_57_6_94,"Vacuum insulation panel, imported (Europe)",kg,10.78,185.41,147.84,37.57,in13,C,195,3.7,0,0
872,ENCLOSURE,Insulation,Wood fibre insulation,,PR_25_57_6_97_1_1_1,"Insulation, wood fibre board, STEICOuniversal dry  (R0.78, 35 mm thickness), imported (Europe)",kg,-0.87,60.18,30.04,30.14,in14,A,210,7.35,0,0
873,ENCLOSURE,Insulation,Wood fibre insulation,,PR_25_57_6_97_1_1_2,"Insulation, wood fibre board, STEICOuniversal dry  (R0.89, 40 mm thickness), imported (Europe)",kg,-0.87,60.18,30.04,30.14,in14,A,210,8.4,0,0
874,ENCLOSURE,Insulation,Wood fibre insulation,,PR_25_57_6_97_1_1_3,"Insulation, wood fibre board, STEICOuniversal dry  (R1.21, 52 mm thickness), imported (Europe)",kg,-0.75,51.58,25.75,25.83,in14,A,180,9.36,0,0
875,ENCLOSURE,Insulation,Wood fibre insulation,,PR_25_57_6_97_1_1_4,"Insulation, wood fibre board, STEICOuniversal dry  (R1.4, 60 mm thickness), imported (Europe)",kg,-0.75,51.58,25.75,25.83,in14,A,180,10.8,0,0
876,ENCLOSURE,Insulation,Wood fibre insulation,,PR_25_57_6_97_1_1_5,"Insulation, wood fibre board, STEICOuniversal dry  (R1.86, 80 mm thickness), imported (Europe)",kg,-0.75,51.58,25.75,25.83,in14,A,180,14.4,0,0
877,ENCLOSURE,Insulation,Wood fibre insulation,,PR_25_57_6_97_1_1_6,"Insulation, wood fibre board, STEICOuniversal dry  (R2.33, 100 mm thickness), imported (Europe)",kg,-0.75,51.58,25.75,25.83,in14,A,180,18,0,0
878,ENCLOSURE,Insulation,Wood fibre insulation,,PR_25_57_6_97_1_2_1,"Insulation, wood fibre board, STEICOtherm dry  (R0.89, 40 mm thickness), imported (Europe)",kg,-0.46,31.52,15.73,15.79,in14,A,110,4.4,0,0
879,ENCLOSURE,Insulation,Wood fibre insulation,,PR_25_57_6_97_1_2_2,"Insulation, wood fibre board, STEICOtherm dry  (R1.4, 60 mm thickness), imported (Europe)",kg,-0.46,31.52,15.73,15.79,in14,A,110,6.6,0,0
880,ENCLOSURE,Insulation,Wood fibre insulation,,PR_25_57_6_97_1_2_3,"Insulation, wood fibre board, STEICOtherm dry  (R1.86, 80 mm thickness), imported (Europe)",kg,-0.46,31.52,15.73,15.79,in14,A,110,8.8,0,0
881,ENCLOSURE,Insulation,Wood fibre insulation,,PR_25_57_6_97_1_2_4,"Insulation, wood fibre board, STEICOtherm dry  (R2.33, 100 mm thickness), imported (Europe)",kg,-0.46,31.52,15.73,15.79,in14,A,110,11,0,0
882,ENCLOSURE,Insulation,Wood fibre insulation,,PR_25_57_6_97_1_2_5,"Insulation, wood fibre board, STEICOtherm dry  (R2.79, 120 mm thickness), imported (Europe)",kg,-0.46,31.52,15.73,15.79,in14,A,110,13.2,0,0
883,ENCLOSURE,Insulation,Wood fibre insulation,,PR_25_57_6_97_1_2_6,"Insulation, wood fibre board, STEICOtherm dry  (R3.26, 140 mm thickness), imported (Europe)",kg,-0.46,31.52,15.73,15.79,in14,A,110,15.4,0,0
884,ENCLOSURE,Insulation,Wood fibre insulation,,PR_25_57_6_97_1_2_7,"Insulation, wood fibre board, STEICOtherm dry  (R3.72, 160 mm thickness), imported (Europe)",kg,-0.46,31.52,15.73,15.79,in14,A,110,17.6,0,0
885,ENCLOSURE,Insulation,Wood fibre insulation,,PR_25_57_6_97_1_2_8,"Insulation, wood fibre board, STEICOtherm dry  (R4.19, 180 mm thickness), imported (Europe)",kg,-0.46,31.52,15.73,15.79,in14,A,110,19.8,0,0
886,ENCLOSURE,Insulation,Wood fibre insulation,,PR_25_57_6_97_1_2_9,"Insulation, wood fibre board, STEICOtherm dry  (R4.65, 200 mm thickness), imported (Europe)",kg,-0.46,31.52,15.73,15.79,in14,A,110,22,0,0
887,ENCLOSURE,Insulation,Wood fibre insulation,,PR_25_57_6_97_1_2_10,"Insulation, wood fibre board, STEICOtherm dry  (R5.12, 220 mm thickness), imported (Europe)",kg,-0.46,31.52,15.73,15.79,in14,A,110,24.2,0,0
888,ENCLOSURE,Insulation,Wood fibre insulation,,PR_25_57_6_97_1_2_11,"Insulation, wood fibre board, STEICOtherm dry  (R5.58, 240 mm thickness), imported (Europe)",kg,-0.46,31.52,15.73,15.79,in14,A,110,26.4,0,0
889,ENCLOSURE,Insulation,Wood fibre insulation,,PR_25_57_6_97_1_2_12,"Insulation, wood fibre board, STEICOtherm dry  (R6.05, 260 mm thickness), imported (Europe)",kg,-0.46,31.52,15.73,15.79,in14,A,110,28.6,0,0
890,ENCLOSURE,Insulation,Wood fibre insulation,,PR_25_57_6_97_1_2_13,"Insulation, wood fibre board, STEICOtherm dry  (R6.51, 280 mm thickness), imported (Europe)",kg,-0.46,31.52,15.73,15.79,in14,A,110,30.8,0,0
891,ENCLOSURE,Insulation,Wood fibre insulation,,PR_25_57_6_97_1_2_14,"Insulation, wood fibre board, STEICOtherm dry  (R6.98, 300 mm thickness), imported (Europe)",kg,-0.46,31.52,15.73,15.79,in14,A,110,33,0,0
892,ENCLOSURE,Enclosure sundries,Adhesive,,PR_20_31_2_35_1,"Adhesive, baseboard and multi-use, in a 290 ml cartridge, cord of 1 m x 5 mm diameter, imported (3M, Europe) ",m,0.06,1.72,1.41,0.31,en1,A,0,0,0.03,0
893,ENCLOSURE,Enclosure sundries,Adhesive,,PR_20_31_2_35_2,"Adhesive, in a 600 ml sausage, required to bond 1 m- of two substrates, imported (Europe)",m-,2.59,78.71,63.17,15.54,en2,A,0,1.5,0,0
894,ENCLOSURE,Enclosure sundries,Adhesive,,PR_20_31_2_35_3,"Adhesive, in 2 x 3.5 kg bags in a pail, required to bond 1 m- of two substrates, imported (Europe)",m-,2.73,83.84,68.86,14.98,en2,A,0,1.5,0,0
895,ENCLOSURE,Enclosure sundries,Adhesive,,PR_20_31_2_35_4,"Adhesive, in 2 x 7 kg bags in a pail, required to bond 1 m- of two substrates, imported (Europe)",m-,2.71,82.12,67.41,14.71,en2,A,0,1.5,0,0
896,ENCLOSURE,Enclosure sundries,Adhesive,,PR_20_31_86_67_1,"Reactive resin based on polyurethane or silane modified polymer (SMP), imported (Europe)",kg,8.1,177.48,171,6.48,en3,A,1050,0,0,0
897,ENCLOSURE,Enclosure sundries,Sealant,,PR_30_31_76_77_1,"Sealant, silicone based, transparent or pigmented, imported (Europe)",kg,7.08,172,135,37,en4,A,0,0,0,0
898,ENCLOSURE,Enclosure sundries,Tape,,PR_35_90_87_64_1_1,"Adhesive air sealing tape, polyethylene based, double-sided, width 50 mm x length 25 m, imported (3M, Europe)",m-,2.6,94.74,61.2,33.54,en5,A,0,0.5,0,0
899,ENCLOSURE,Enclosure sundries,Tape,,PR_35_90_87_64_1_2,"Adhesive air sealing tape, polyethylene based, double-sided, width 20 - 25 mm x length 25 m, imported (3M, Europe) ",m-,3.04,107.54,70.51,37.03,en5,A,0,0.5,0,0
900,ENCLOSURE,Enclosure sundries,Tape,,PR_35_90_87_64_2_1,"Adhesive conformable air sealing tape, polyethylene based, width 60 - 1210 mm x length 25 m, imported (3M, Europe) ",m-,8.06,215.38,168.44,46.94,en6,A,0,1.3,0,0
901,ENCLOSURE,Enclosure sundries,Tape,,PR_35_90_87_64_3_1,"Adhesive waterproof flashing tape, polyethylene based, width 50 - 200 mm x length 25 m, imported (3M, Europe)",m-,1.33,57.96,34.32,23.64,en7,A,0,0.4,0,0
902,INTERIOR,Wall & ceiling linings,Fibre cement,,PR_25_71_14_30_14,"Fibre cement, internal wall lining (4.5 mm thickness), imported ",m-,4.54,58.95,27.66,31.29,wa1,C,0,7,0,0
903,INTERIOR,Wall & ceiling linings,Fibre cement,,PR_25_71_14_30_16,"Fibre cement, internal wall lining, Villaboard- lining (6 mm thickness), imported ",m-,5.38,69.9,32.8,37.1,wa1,A,0,8.3,0,0
904,INTERIOR,Wall & ceiling linings,Fibre cement,,PR_25_71_14_30_15,"Fibre cement, internal wall lining (7.5 mm thickness), imported",m-,6.77,87.92,41.26,46.67,wa1,C,0,10.44,0,0
905,INTERIOR,Wall & ceiling linings,Fibre cement,,PR_25_71_14_30_17,"Fibre cement, internal wall lining, Villaboard- lining (9 mm thickness), imported ",m-,7.93,100.8,46.7,54.1,wa1,A,0,12.4,0,0
906,INTERIOR,Wall & ceiling linings,MDF,,PR_25_71_97_53_2_1,"MDF, thin, uncoated (average thickness 3 mm) [with wood sourced from sustainable forest management] (Daiken New Zealand Ltd)",kg,-0.92,14.27,8.54,5.73,wa2,A,796.6,2.39,0,0
907,INTERIOR,Wall & ceiling linings,MDF,,PR_25_71_97_53_2_2,"MDF, thick, coated (average thickness 18 mm) [with wood sourced from sustainable forest management] (Daiken New Zealand Ltd)",kg,-0.83,16.56,10.05,6.51,wa2,A,735,13.23,0,0
908,INTERIOR,Wall & ceiling linings,MDF,,PR_25_71_97_53_2_3,"MDF, thick, uncoated (average thickness 20 mm) [with wood sourced from sustainable forest management] (Daiken New Zealand Ltd)",kg,-0.89,15.15,9.41,5.74,wa2,A,706.89,14.14,0,0
909,INTERIOR,Wall & ceiling linings,Plaster ,,PR_35_31_64_35_1_1,"Plaster (finishing), gypsum, imported (Asia)",kg,0.07,1.25,1.22,0.03,wa3,C,700,0,0,0
910,INTERIOR,Wall & ceiling linings,Plasterboard,,PR_25_71_52_37_1_1,Plasterboard (GIB- standard 10 mm),kg,0.15,6.86,3.96,2.9,wa4,A,700,7,0,0
911,INTERIOR,Wall & ceiling linings,Plasterboard,,PR_25_71_52_37_1_2,Plasterboard (GIB- standard 13 mm),kg,0.18,6.39,4,2.39,wa4,A,669.23,8.7,0,0
912,INTERIOR,Wall & ceiling linings,Plasterboard,,PR_25_71_52_37_2_1,Plasterboard (GIB wideline- 10 mm),kg,0.15,6.86,3.96,2.9,wa4,A,700,7,0,0
913,INTERIOR,Wall & ceiling linings,Plasterboard,,PR_25_71_52_37_2_2,Plasterboard (GIB wideline- 13 mm),kg,0.19,6.45,4.05,2.4,wa4,A,669.23,8.7,0,0
914,INTERIOR,Wall & ceiling linings,Plasterboard,,PR_25_71_52_37_3_1,Plasterboard (GIB aqualine- 10 mm),kg,0.18,6.65,4.1,2.55,wa4,A,780,7.8,0,0
915,INTERIOR,Wall & ceiling linings,Plasterboard,,PR_25_71_52_37_3_2,Plasterboard (GIB aqualine- 13 mm),kg,0.21,6.31,4.19,2.13,wa4,A,784.62,10.2,0,0
916,INTERIOR,Wall & ceiling linings,Plasterboard,,PR_25_71_52_37_4_1,Plasterboard (GIB braceline- GIB noiseline- 10 mm),kg,0.18,6.1,3.9,2.2,wa4,A,900,9,0,0
917,INTERIOR,Wall & ceiling linings,Plasterboard,,PR_25_71_52_37_4_2,Plasterboard (GIB braceline- GIB noiseline- 13 mm),kg,0.21,5.71,3.95,1.76,wa4,A,953.85,12.4,0,0
918,INTERIOR,Wall & ceiling linings,Plasterboard,,PR_25_71_52_37_5_1,Plasterboard (GIB ultraline- 10 mm),kg,0.17,6.82,4.08,2.74,wa4,A,720,7.2,0,0
919,INTERIOR,Wall & ceiling linings,Plasterboard,,PR_25_71_52_37_5_2,Plasterboard (GIB ultraline- 13 mm),kg,0.18,6.2,3.93,2.26,wa4,A,700,9.1,0,0
920,INTERIOR,Wall & ceiling linings,Plasterboard,,PR_25_71_52_37_6_1,Plasterboard (GIB fyreline- 10 mm),kg,0.17,6.9,4.1,2.8,wa4,A,700,7,0,0
921,INTERIOR,Wall & ceiling linings,Plasterboard,,PR_25_71_52_37_6_2,Plasterboard (GIB fyreline- 13 mm),kg,0.19,5.92,3.89,2.03,wa4,A,823.08,10.7,0,0
922,INTERIOR,Wall & ceiling linings,Plasterboard,,PR_25_71_52_37_6_3,Plasterboard (GIB fyreline- 16 mm),kg,0.23,5.99,4.25,1.74,wa4,A,856.25,13.7,0,0
923,INTERIOR,Wall & ceiling linings,Plasterboard,,PR_25_71_52_37_6_4,Plasterboard (GIB fyreline- 19 mm),kg,0.22,5.62,4.08,1.54,wa4,A,868.42,16.5,0,0
924,INTERIOR,Wall & ceiling linings,Plasterboard,,PR_25_71_52_37_7_1,Plasterboard (GIB toughline- 13 mm),kg,0.4,9.41,7.11,2.3,wa4,A,876.92,11.4,0,0
925,INTERIOR,Wall & ceiling linings,Plasterboard,,PR_25_71_52_37_8_1,Plasterboard (GIB superline- 13 mm),kg,0.38,9.25,6.97,2.28,wa4,A,876.92,11.4,0,0
926,INTERIOR,Wall & ceiling linings,Timber composite,,PR_20_76_88_6_2_1,"Composite timber, INNOWOOD, InnoCell internal lining, secret fixed shiplap (product CL14010), imported (China)",m-,6.18,180.09,138.57,41.53,wa5,A,0,4.29,0,0
927,INTERIOR,Wall & ceiling linings,Timber composite,,PR_20_76_88_6_2_2,"Composite timber, INNOWOOD, InnoCell internal lining, secret fixed shiplap (product CL16728), imported China)",m-,10.35,301.84,232.24,69.6,wa5,A,0,7.19,0,0
928,INTERIOR,Wall & ceiling linings,Timber composite,,PR_20_76_88_6_3_1_1,"Composite timber, INNOWOOD, InnoScreen screening (internal use), face and rear fixing (product FS04030), imported (China)",m-,14.4,419.8,323,96.8,wa5,A,0,10,0,0
929,INTERIOR,Wall & ceiling linings,Timber composite,,PR_20_76_88_6_4_1,"Composite timber, INNOWOOD, InnoCeil internal lining, secret fixed shiplap (product CL14010), imported (China)",m-,6.18,180.09,138.57,41.53,wa5,A,0,4.29,0,0
930,INTERIOR,Wall & ceiling linings,Timber composite,,PR_20_76_88_6_4_2,"Composite timber, INNOWOOD, InnoCeil internal lining, secret fixed shiplap (product CL16728), imported (China)",m-,10.35,301.84,232.24,69.6,wa5,A,0,7.19,0,0
931,INTERIOR,Wall & ceiling linings,Wall panel,,PR_25_71_57_67_1_1_1,"Wall panel (decorative, acoustic), dECO Flex, 10 - 12 mm thickness, imported (CSR Martini, Australia)",kg,3.61,74.73,72.4,2.33,wa6,A,133.3,1.6,0,0
932,INTERIOR,Wall & ceiling linings,Wall panel,,PR_25_71_57_67_1_2_1,"Wall panel (decorative, acoustic), dECO Deluxe, 12 mm thickness, imported (CSR Martini, Australia)",kg,3.37,95.6,83.5,12.1,wa6,A,200,2.4,0,0
933,INTERIOR,Wall & ceiling linings,Wall panel,,PR_25_71_57_67_1_2_2,"Wall panel (decorative, acoustic), dECO Deluxe, 24 mm thickness, imported (CSR Martini, Australia)",kg,2.43,56.77,55.2,1.57,wa6,A,125,3,0,0
934,INTERIOR,Wall & ceiling linings,Wall panel,,PR_25_71_57_67_1_2_3,"Wall panel (decorative, acoustic), dECO Deluxe, 48 mm thickness, imported (CSR Martini, Australia)",kg,2.84,56.63,55.1,1.53,wa6,A,125,6,0,0
935,INTERIOR,Wall & ceiling linings,Wall panel,,PR_25_71_57_67_1_3_1,"Wall panel (decorative, acoustic), dECO Quiet Panel 25 mm black (25 mm thickness, black core / colour face), imported (CSR Martini, Australia)",kg,3.67,82.68,79.6,3.08,wa6,A,111.6,2.79,0,0
936,INTERIOR,Wall & ceiling linings,Wall panel,,PR_25_71_57_67_1_3_2,"Wall panel (decorative, acoustic), dECO Quiet Panel 25 mm white (25 mm thickness, white core / colour face), imported (CSR Martini, Australia)",kg,3.79,86.92,83.7,3.22,wa6,A,111.6,2.79,0,0
937,INTERIOR,Wall & ceiling linings,Wall panel,,PR_25_71_57_67_1_3_3,"Wall panel (decorative, acoustic), dECO Quiet Panel 50 mm black (50 mm thickness, black core / colour face), imported (CSR Martini, Australia)",kg,3.54,76.53,73.4,3.13,wa6,A,85.8,4.29,0,0
938,INTERIOR,Wall & ceiling linings,Wall panel,,PR_25_71_57_67_1_3_4,"Wall panel (decorative, acoustic), dECO Quiet Panel 50 mm white (50 mm thickness, white core / colour face), imported (CSR Martini, Australia)",kg,3.69,82.11,78.8,3.31,wa6,A,85.8,4.29,0,0
939,INTERIOR,Wall & ceiling linings,Wall panel,,PR_25_71_57_67_1_4_1,"Wall panel (decorative, acoustic), dECO Quiet Board 25 mm black (25 mm thickness, black core / colour face), imported (CSR Martini, Australia)",kg,3.8,86.84,83.5,3.34,wa6,A,94.8,2.37,0,0
940,INTERIOR,Wall & ceiling linings,Wall panel,,PR_25_71_57_67_1_4_2,"Wall panel (decorative, acoustic), dECO Quiet Board 25 mm white (25 mm thickness, white core / colour face), imported (CSR Martini, Australia)",kg,3.94,91.9,88.4,3.5,wa6,A,94.8,2.37,0,0
941,INTERIOR,Wall & ceiling linings,Wall panel,,PR_25_71_57_67_1_4_3,"Wall panel (decorative, acoustic), dECO Quiet Board 50 mm black (50 mm thickness, black core / colour face), imported (CSR Martini, Australia)",kg,3.6,84.59,81.1,3.49,wa6,A,77.4,3.87,0,0
942,INTERIOR,Wall & ceiling linings,Wall panel,,PR_25_71_57_67_1_4_4,"Wall panel (decorative, acoustic), dECO Quiet Board 50 mm white (50 mm thickness, white core / colour face), imported (CSR Martini, Australia)",kg,3.78,84.59,81.1,3.49,wa6,A,77.4,3.87,0,0
943,INTERIOR,Ceiling systems,Rondo - ceiling product,,PR_20_29_5_1_1,"Rondo, ceiling product, bulkhead trim, aluminium (product 321), imported (Australia)",kg,9.07,173.3,121,52.3,cs1,A,0,0,0.32,0
944,INTERIOR,Ceiling systems,Rondo - ceiling product,,PR_20_29_5_1_2,"Rondo, ceiling product, ceiling batten, GALVABOND- steel G2 Z275 (product NZ31, 310), imported (Australia)",kg,3.29,39.23,37.8,1.43,cs1,A,0,0,0.6,0
945,INTERIOR,Ceiling systems,Rondo - ceiling product,,PR_20_29_5_1_3,"Rondo, ceiling product, ceiling batten, ZINCALUME- steel G550 AM125 (product NZ301, 303), imported (Australia)",kg,3.11,36.5,34.9,1.6,cs1,A,0,0,0.36,0
946,INTERIOR,Ceiling systems,Rondo - ceiling product,,PR_20_29_5_1_4,"Rondo, ceiling product, concealed T-spline, ZINCFORM- steel G300 Z200 (product 371), imported (Australia)",kg,3.13,43.41,38.3,5.11,cs1,A,0,0,0.24,0
947,INTERIOR,Ceiling systems,Rondo - ceiling product,,PR_20_29_5_1_5,"Rondo, ceiling product, furring channel, GALVABOND- steel G2 Z275 (product 309A), imported (Australia)",kg,3.35,40.23,38.7,1.53,cs1,A,0,0,0.41,0
948,INTERIOR,Ceiling systems,Rondo - ceiling product,,PR_20_29_5_1_6,"Rondo, ceiling product, furring channel, GALVABOND- steel G2 Z275 (product 129, 155, 308, 333), imported (Australia)",kg,3.29,39.23,37.8,1.43,cs1,A,0,0,0.4,0
949,INTERIOR,Ceiling systems,Rondo - ceiling product,,PR_20_29_5_1_7,"Rondo, ceiling product, primary section cross tee, aluminium (extruded) (product 357, 359), imported (Australia)",kg,9.07,173.3,121,52.3,cs1,A,0,0,0.22,0
950,INTERIOR,Ceiling systems,Rondo - ceiling product,,PR_20_29_5_1_8,"Rondo, ceiling product, primary section cross and main tee, plain & polyester-coated ZINCFORM- steel G300 Z200 (product DU01, DU02), imported (Australia)",kg,3.13,43.41,38.3,5.11,cs1,A,0,0,0.36,0
951,INTERIOR,Ceiling systems,Rondo - ceiling product,,PR_20_29_5_1_9,"Rondo, ceiling product, section joiner and seismic deflection track, GALVABOND- steel G2 Z275 (product 272), imported (Australia)",kg,3.09,36.21,35.1,1.11,cs1,A,0,0,0.5,0
952,INTERIOR,Ceiling systems,Rondo - ceiling product,,PR_20_29_5_1_10,"Rondo, ceiling product, suspension rod, OneSteel rod (product 121, 122), imported (Australia)",kg,2.5,29.5,28.1,1.4,cs1,A,0,0,0.15,0
953,INTERIOR,Ceiling systems,Rondo - ceiling product,,PR_20_29_5_1_11,"Rondo, ceiling product, top cross rail, GALVABOND- G2 Z275 (product 125), imported (Australia)",kg,3.29,39.23,37.8,1.43,cs1,A,0,0,0.39,0
954,INTERIOR,Ceiling systems,Rondo - ceiling product,,PR_20_29_5_1_12,"Rondo, ceiling product, top cross rail, GALVABOND- G2 Z275 (product 127, 128), imported (Australia)",kg,3.09,36.21,35.1,1.11,cs1,A,0,0,0.52,0
955,INTERIOR,Ceiling systems,Rondo - ceiling product,,PR_20_29_5_1_13,"Rondo, ceiling product, wall track, GALVABOND- steel G2 Z275 (product 140, 142, 143, 340), imported (Australia)",kg,3.29,39.23,37.8,1.43,cs1,A,0,0,0.4,0
956,INTERIOR,Ceiling systems,Rondo - ceiling product,,PR_20_29_5_1_14,"Rondo, ceiling product, wall track, GALVABOND- steel G2 Z275 (product 141), imported (Australia)",kg,2.94,34.08,33.2,0.88,cs1,A,0,0,0.71,0
957,INTERIOR,Ceiling systems,Rondo - ceiling product,,PR_20_29_5_1_15,"Rondo, ceiling product, wall trim, aluminium (extruded) (product 242R, DU07, DU08, DU09), imported (Australia)",kg,9.07,173.3,121,52.3,cs1,A,0,0,0.17,0
958,INTERIOR,Ceiling systems,Rondo - ceiling product,,PR_20_29_5_1_16,"Rondo, ceiling product, wall trim, polyester-coated GALVABOND- steel G2 Z275 (product DU05, DU06), imported (Australia)",kg,3.29,39.23,37.8,1.43,cs1,A,0,0,0.21,0
959,INTERIOR,Ceiling systems,Rondo - wall framing product,,PR_20_29_5_2_1,"Rondo, wall framing product, acoustic stud system GALVABOND- G2 Z275 (product RQST), imported (Australia)",kg,3.29,39.23,37.8,1.43,cs1,A,0,0,1.16,0
960,INTERIOR,Ceiling systems,Rondo - wall framing product,,PR_20_29_5_2_2,"Rondo, wall framing product, acoustic stud system GALVABOND- G2 Z275 (product GQ75, RQ75), imported (Australia)",kg,3.09,36.21,35.1,1.11,cs1,A,0,0,1.56,0
961,INTERIOR,Ceiling systems,Rondo - wall framing product,,PR_20_29_5_2_3,"Rondo, wall framing product, angle & C-channel GALVABOND- G2 Z275 (product 559, 810, 820), imported (Australia)",kg,2.94,34.08,33.2,0.88,cs1,A,0,0,1.52,0
962,INTERIOR,Ceiling systems,Rondo - wall framing product,,PR_20_29_5_2_4,"Rondo, wall framing product, CH stud GALVABOND- G2 Z275 (product 570, 590), imported (Australia)",kg,3.29,39.23,37.8,1.43,cs1,A,0,0,0.94,0
963,INTERIOR,Ceiling systems,Rondo - wall framing product,,PR_20_29_5_2_5,"Rondo, wall framing product, CH stud GALVABOND- G2 Z275 (product 572, 592), imported (Australia)",kg,3.14,36.64,35.6,1.04,cs1,A,0,0,1.47,0
964,INTERIOR,Ceiling systems,Rondo - wall framing product,,PR_20_29_5_2_6,"Rondo, wall framing product, deflection head track GALVABOND- G2 Z275 (product 480, 482, 483), imported (Australia)",kg,3.29,39.23,37.8,1.43,cs1,A,0,0,0.68,0
965,INTERIOR,Ceiling systems,Rondo - wall framing product,,PR_20_29_5_2_7,"Rondo, wall framing product, deflection head track GALVABOND- G2 Z275 (product 488, 497, 498, 499, 510, 579, 599), imported (Australia)",kg,3.09,36.21,35.1,1.11,cs1,A,0,0,0.87,0
966,INTERIOR,Ceiling systems,Rondo - wall framing product,,PR_20_29_5_2_8,"Rondo, wall framing product, deflection head track GALVABOND- G2 Z275 (product S673, 690, 683, 673, 663), imported (Australia)",kg,2.94,34.08,33.2,0.88,cs1,A,0,0,2.33,0
967,INTERIOR,Ceiling systems,Rondo - wall framing product,,PR_20_29_5_2_9,"Rondo, wall framing product, double punched nogging track GALVABOND- G2 Z275 (product 214, 215, 216, 217), imported (Australia)",kg,3.43,40.24,39,1.24,cs1,A,0,0,0.75,0
968,INTERIOR,Ceiling systems,Rondo - wall framing product,,PR_20_29_5_2_10,"Rondo, wall framing product, E stud GALVABOND- G2 Z275 (product 574, 594), imported (Australia)",kg,3.29,39.23,37.8,1.43,cs1,A,0,0,0.66,0
969,INTERIOR,Ceiling systems,Rondo - wall framing product,,PR_20_29_5_2_11,"Rondo, wall framing product, flexible track GALVABOND- G2 Z275 (product 103, 107, 108, 109, 110), imported (Australia)",kg,3.86,45.94,44.3,1.64,cs1,A,0,0,0.44,0
970,INTERIOR,Ceiling systems,Rondo - wall framing product,,PR_20_29_5_2_12,"Rondo, wall framing product, J runner track GALVABOND- G2 Z275 (product 578, 598), imported (Australia)",kg,3.09,36.21,35.1,1.11,cs1,A,0,0,0.96,0
971,INTERIOR,Ceiling systems,Rondo - wall framing product,,PR_20_29_5_2_13,"Rondo, wall framing product, jamb stud GALVABOND- G2 Z275 (product 200, 204), imported (Australia)",kg,2.94,34.08,33.2,0.88,cs1,A,0,0,2.86,0
972,INTERIOR,Ceiling systems,Rondo - wall framing product,,PR_20_29_5_2_14,"Rondo, wall framing product, nogging bracket & track GALVABOND- G2 Z275 (product 501, 503, 504, 505, 506, 507), imported (Australia)",kg,3.43,40.24,39,1.24,cs1,A,0,0,0.78,0
973,INTERIOR,Ceiling systems,Rondo - wall framing product,,PR_20_29_5_2_15,"Rondo, wall framing product, 'quiet' deflection head track paper-lined GALVABOND- G2 Z275 (product Q488, Q497, Q498, Q499), imported (Australia)",kg,3.09,36.21,35.1,1.11,cs1,A,0,0,0.85,0
974,INTERIOR,Ceiling systems,Rondo - wall framing product,,PR_20_29_5_2_16,"Rondo, wall framing product, 'quiet' wall track paper-lined GALVABOND- G2 Z275 (product Q490, Q492, Q496), imported (Australia)",kg,3.09,36.21,35.1,1.11,cs1,A,0,0,0.63,0
975,INTERIOR,Ceiling systems,Rondo - wall framing product,,PR_20_29_5_2_17,"Rondo, wall framing product, slotted deflection head track GALVABOND- G2 Z275 (product S683, S690), imported (Australia)",kg,2.94,34.08,33.2,0.88,cs1,A,0,0,1.37,0
976,INTERIOR,Ceiling systems,Rondo - wall framing product,,PR_20_29_5_2_18,"Rondo, wall framing product, wall stud GALVABOND- G2 Z275 (product 112, 401, 251, 403), imported (Australia)",kg,3.29,39.23,37.8,1.43,cs1,A,0,0,0.6,0
977,INTERIOR,Ceiling systems,Rondo - wall framing product,,PR_20_29_5_2_19,"Rondo, wall framing product, wall stud GALVABOND- G2 Z275 (product 489, 491, 493, 495, 511), imported (Australia)",kg,3.09,36.21,35.1,1.11,cs1,A,0,0,0.78,0
978,INTERIOR,Ceiling systems,Rondo - wall framing product,,PR_20_29_5_2_20,"Rondo, wall framing product, wall stud GALVABOND- G2 Z275 (product 661, 671, 681, 691), imported (Australia)",kg,2.94,34.08,33.2,0.88,cs1,A,0,0,1.25,0
979,INTERIOR,Ceiling systems,Rondo - wall framing product,,PR_20_29_5_2_21,"Rondo, wall framing product, wall track GALVABOND- G2 Z275 (product 111, 250, 400, 402), imported (Australia)",kg,3.29,39.23,37.8,1.43,cs1,A,0,0,0.53,0
980,INTERIOR,Ceiling systems,Rondo - wall framing product,,PR_20_29_5_2_22,"Rondo, wall framing product, wall track GALVABOND- G2 Z275 (product 490, 492, 494, 496), imported (Australia)",kg,3.09,36.21,35.1,1.11,cs1,A,0,0,0.7,0
981,INTERIOR,Ceiling systems,Rondo - wall framing product,,PR_20_29_5_2_23,"Rondo, wall framing product, wall track GALVABOND- G2 Z275 (product 660, 670, 680), imported (Australia)",kg,2.94,34.08,33.2,0.88,cs1,A,0,0,1.15,0
